host_animal_common,sample_id,gene,gene_type,gene_identifier,gene_name_family,resistance_class
horse,AL36849PPY40102,blaA_Mtub,chromosome,blaA_Mtub,blaA_Mtub,beta-lactam
horse,AL36849PPY40102,pESA2,plasmid,pESA2,,MULTI-DRUG
horse,AL36849PPY40102,IncX9,plasmid,IncX9,,MULTI-DRUG
horse,AL36849PPY40102,IncFIA(HI1)_HI1,plasmid,IncFIA(HI1)_HI1,,MULTI-DRUG
horse,AL36849PPY40102,IncFII(pRSB107)_pRSB107,plasmid,IncFII(pRSB107)_pRSB107,,MULTI-DRUG
horse,AL36849PPY40102,IncX1,plasmid,IncX1,,MULTI-DRUG
horse,AL36849PPY40102,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,FL34741PPY40024,tet(34),chromosome,tet34,tet,tetracycline
horse,FL34741PPY40024,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
horse,FL34741PPY40024,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
horse,FL34741PPY40024,IncFIA,plasmid,IncFIA,,MULTI-DRUG
horse,FL34741PPY40024,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
horse,FL34741PPY40024,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,GA30602PPY40297,blaEC,chromosome,blaEC,ampC,beta-lactam
horse,GA30602PPY40297,tet(34),chromosome,tet34,tet,tetracycline
horse,GA30602PPY40297,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,GA30602PPY40305,tet(34),chromosome,tet34,tet,tetracycline
horse,GA30602PPY40305,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
horse,GA30602PPY40305,Col156,plasmid,Col156,,colistin
horse,GA30602PPY40305,Col(MP18),plasmid,Col(MP18),,colistin
horse,GA30602PPY40305,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
horse,GA30602PPY40305,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,IA50014PPY40313,tet(34),chromosome,tet34,tet,tetracycline
horse,IA50014PPY40313,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
horse,IA50014PPY40313,ColRNAI,plasmid,ColRNAI,,colistin
horse,IA50014PPY40313,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,IN47907PPY40092,blaEC,chromosome,blaEC,ampC,beta-lactam
horse,IN47907PPY40092,tet(34),chromosome,tet34,tet,tetracycline
horse,IN47907PPY40092,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,KY40511PPY40018,tet(A),chromosome,tet(A),MFS,tetracycline
horse,KY40511PPY40018,catA1,chromosome,catA1,CAT,phenicol
horse,KY40511PPY40018,sul2,chromosome,sul2,sul,sulfonamide
horse,KY40511PPY40018,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
horse,KY40511PPY40018,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
horse,KY40511PPY40018,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
horse,KY40511PPY40018,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
horse,KY40511PPY40018,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
horse,KY40511PPY40018,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
horse,KY40511PPY40018,Col156,plasmid,Col156,,colistin
horse,KY40511PPY40018,IncQ1,plasmid,IncQ1,,MULTI-DRUG
horse,KY40511PPY40018,pESA2,plasmid,pESA2,,MULTI-DRUG
horse,KY40511PPY40018,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,KY40511PPY40018,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
horse,KY40511PPY40066,ere(A),chromosome,ere(A),Ere,macrolide
horse,KY40511PPY40066,arr-269927220,chromosome,arr-2,Arr,rifamycin
horse,KY40511PPY40066,aac(3)-II,chromosome,AAC(3)-IIg,AAC(3),aminoglycoside
horse,KY40511PPY40066,aac(3)-II,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
horse,KY40511PPY40066,aac(6')-IIc,chromosome,AAC(6')-IIc,AAC(6'),aminoglycoside
horse,KY40511PPY40066,blaSHV-12,chromosome,SHV-12,SHV,beta-lactam
horse,KY40511PPY40066,sul1,chromosome,sul1,sul,sulfonamide
horse,KY40511PPY40066,dfrA19,chromosome,dfrA19,dfr,folate pathway antagonist
horse,KY40511PPY40066,tet(D),chromosome,tet(D),MFS,tetracycline
horse,KY40511PPY40066,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
horse,KY40511PPY40066,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
horse,KY40511PPY40066,aac(6')-Ib,chromosome,AAC(6')-Ib',AAC(6'),aminoglycoside
horse,KY40511PPY40066,mcr-9.1,chromosome,mcr-9.1,MCR,colistin
horse,KY40511PPY40066,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
horse,KY40511PPY40066,catA2,chromosome,catA2,CAT,phenicol
horse,KY40511PPY40066,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
horse,KY40511PPY40066,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
horse,KY40511PPY40066,tet(34),chromosome,tet34,tet,tetracycline
horse,KY40511PPY40066,tet(A),chromosome,tet(A),MFS,tetracycline
horse,KY40511PPY40066,sul2,chromosome,sul2,sul,sulfonamide
horse,KY40511PPY40066,Col8282,plasmid,Col8282,,colistin
horse,KY40511PPY40066,IncHI2A,plasmid,IncHI2A,,MULTI-DRUG
horse,KY40511PPY40066,RepA_pKPC-CAV1321,plasmid,RepA_pKPC-CAV1321,,MULTI-DRUG
horse,KY40511PPY40066,IncHI2,plasmid,IncHI2,,MULTI-DRUG
horse,KY40511PPY40066,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
horse,KY40511PPY40066,IncFII,plasmid,IncFII,,MULTI-DRUG
horse,KY40511PPY40066,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
horse,KY40511PPY40066,aac(3)-IIb,chromosome,AAC(3)-IIb,AAC(3),aminoglycoside
horse,KY40511PPY40066,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
horse,KY40511PPY40066,sul10,chromosome,sul10,sul,sulfonamide
horse,KY40511PPY40066,ant(3'')-Ii-aac(6')-IId,chromosome,ANT(3'')-Ii-AAC(6')-IId,ANT(3''),aminoglycoside
horse,KY40511PPY40066,mcr-9,chromosome,mcr-9,MCR,colistin
horse,KY40511PPY40066,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
horse,KY40511PPY40066,aac(3)-Ib,chromosome,AAC(3)-Ib,AAC(3),aminoglycoside
horse,KY40511PPY40066,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,LA70803PPY40011,tet(34),chromosome,tet34,tet,tetracycline
horse,LA70803PPY40011,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
horse,LA70803PPY40011,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
horse,LA70803PPY40011,sul2,chromosome,sul2,sul,sulfonamide
horse,LA70803PPY40011,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
horse,LA70803PPY40011,dfrA17,chromosome,dfrA17,dfr,folate pathway antagonist
horse,LA70803PPY40011,aadA5,chromosome,aadA5,ANT(3''),aminoglycoside
horse,LA70803PPY40011,sul1,chromosome,sul1,sul,sulfonamide
horse,LA70803PPY40011,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
horse,LA70803PPY40011,tet(B),chromosome,tet(B),MFS,tetracycline
horse,LA70803PPY40011,aac(3)-IId,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
horse,LA70803PPY40011,aac(3)-IId,chromosome,AAC(3)-Iid,AAC(3),aminoglycoside
horse,LA70803PPY40011,Col(MG828),plasmid,Col(MG828),,colistin
horse,LA70803PPY40011,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
horse,LA70803PPY40011,IncFIA,plasmid,IncFIA,,MULTI-DRUG
horse,LA70803PPY40011,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
horse,LA70803PPY40011,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
horse,LA70803PPY40011,ColRNAI,plasmid,ColRNAI,,colistin
horse,LA70803PPY40011,Col440II,plasmid,Col440II,,colistin
horse,LA70803PPY40011,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,LA70803PPY40011,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
horse,LA70803PPY40011,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
horse,MI48910PPY40040,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
horse,MI48910PPY40040,tet(34),chromosome,tet34,tet,tetracycline
horse,MI48910PPY40040,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
horse,MI48910PPY40040,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
horse,MI48910PPY40040,sul2,chromosome,sul2,sul,sulfonamide
horse,MI48910PPY40040,tet(B),chromosome,tet(B),MFS,tetracycline
horse,MI48910PPY40040,ColRNAI,plasmid,ColRNAI,,colistin
horse,MI48910PPY40040,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,MI48910PPY40058,blaEC,chromosome,blaEC,ampC,beta-lactam
horse,MI48910PPY40058,tet(34),chromosome,tet34,tet,tetracycline
horse,MI48910PPY40058,Col(MP18),plasmid,Col(MP18),,colistin
horse,MI48910PPY40058,Col(MG828),plasmid,Col(MG828),,colistin
horse,MI48910PPY40058,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
horse,MI48910PPY40058,Col440I,plasmid,Col440I,,colistin
horse,MI48910PPY40058,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,MO65211PPY40801,sul2,chromosome,sul2,sul,sulfonamide
horse,MO65211PPY40801,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
horse,MO65211PPY40801,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
horse,MO65211PPY40801,dfrA1,chromosome,dfrA1,dfr,folate pathway antagonist
horse,MO65211PPY40801,sat2_gen,chromosome,SAT-2,SAT,streptothricin
horse,MO65211PPY40801,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
horse,MO65211PPY40801,tet(34),chromosome,tet34,tet,tetracycline
horse,MO65211PPY40801,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
horse,MO65211PPY40801,ColRNAI,plasmid,ColRNAI,,colistin
horse,MO65211PPY40801,Col(MG828),plasmid,Col(MG828),,colistin
horse,MO65211PPY40801,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
horse,MO65211PPY40801,IncP1,plasmid,IncP1,,MULTI-DRUG
horse,MO65211PPY40801,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
horse,MO65211PPY40801,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,MO65211PPY40802,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
horse,MO65211PPY40802,sul2,chromosome,sul2,sul,sulfonamide
horse,MO65211PPY40802,tet(34),chromosome,tet34,tet,tetracycline
horse,MO65211PPY40802,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
horse,MO65211PPY40802,sat2_gen,chromosome,SAT-2,SAT,streptothricin
horse,MO65211PPY40802,dfrA1,chromosome,dfrA1,dfr,folate pathway antagonist
horse,MO65211PPY40802,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
horse,MO65211PPY40802,IncFII(29)_pUTI89,plasmid,IncFII(29)_pUTI89,,MULTI-DRUG
horse,MO65211PPY40802,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
horse,MO65211PPY40802,ColRNAI,plasmid,ColRNAI,,colistin
horse,MO65211PPY40802,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,MO65211PPY40802,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
horse,MO65211PPY40817,sul2,chromosome,sul2,sul,sulfonamide
horse,MO65211PPY40817,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
horse,MO65211PPY40817,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
horse,MO65211PPY40817,dfrA14,chromosome,dfrA14,dfr,folate pathway antagonist
horse,MO65211PPY40817,dfrA1,chromosome,dfrA1,dfr,folate pathway antagonist
horse,MO65211PPY40817,sat2_gen,chromosome,SAT-2,SAT,streptothricin
horse,MO65211PPY40817,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
horse,MO65211PPY40817,tet(B),chromosome,tet(B),MFS,tetracycline
horse,MO65211PPY40817,blaEC,chromosome,blaEC,ampC,beta-lactam
horse,MO65211PPY40817,tet(34),chromosome,tet34,tet,tetracycline
horse,MO65211PPY40817,ColRNAI,plasmid,ColRNAI,,colistin
horse,MO65211PPY40817,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
horse,MO65211PPY40817,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
horse,MO65211PPY40817,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,MS39208PPY40008,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
horse,MS39208PPY40008,tet(34),chromosome,tet34,tet,tetracycline
horse,MS39208PPY40008,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,MS39208PPY40241,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
horse,MS39208PPY40241,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,NE68583PPY40066,aph(3')-IIa,chromosome,APH(3')-IIa,APH(3'),aminoglycoside
horse,NE68583PPY40066,tet(34),chromosome,tet34,tet,tetracycline
horse,NE68583PPY40066,blaEC,chromosome,blaEC,ampC,beta-lactam
horse,NE68583PPY40066,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
horse,NE68583PPY40066,Col440I,plasmid,Col440I,,colistin
horse,NE68583PPY40066,Col156,plasmid,Col156,,colistin
horse,NE68583PPY40066,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,WA99164PPY40037,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
horse,WA99164PPY40037,pESA2,plasmid,pESA2,,MULTI-DRUG
horse,WA99164PPY40037,IncI_Gamma,plasmid,IncI_Gamma,,MULTI-DRUG
horse,WA99164PPY40037,IncX1,plasmid,IncX1,,MULTI-DRUG
horse,WA99164PPY40037,IncX3,plasmid,IncX3,,MULTI-DRUG
horse,WA99164PPY40037,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,WA99164PPY40058,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
horse,WA99164PPY40058,tet(34),chromosome,tet34,tet,tetracycline
horse,WA99164PPY40058,sul2,chromosome,sul2,sul,sulfonamide
horse,WA99164PPY40058,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
horse,WA99164PPY40058,dfrA14,chromosome,dfrA14,dfr,folate pathway antagonist
horse,WA99164PPY40058,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
horse,WA99164PPY40058,p0111,plasmid,p0111,,MULTI-DRUG
horse,WA99164PPY40058,ColRNAI,plasmid,ColRNAI,,colistin
horse,WA99164PPY40058,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,WA99164PPY40058,sul24,chromosome,sul24,sul,sulfonamide
horse,WI53706PPY40104,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
horse,WI53706PPY40104,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
horse,WI53706PPY40104,sul1,chromosome,sul1,sul,sulfonamide
horse,WI53706PPY40104,dfrA1,chromosome,dfrA1,dfr,folate pathway antagonist
horse,WI53706PPY40104,aadA13,chromosome,NA,NA,NA
horse,WI53706PPY40104,tet(34),chromosome,tet34,tet,tetracycline
horse,WI53706PPY40104,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
horse,WI53706PPY40104,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
horse,WI53706PPY40104,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
horse,WI53706PPY40104,IncFIA,plasmid,IncFIA,,MULTI-DRUG
horse,WI53706PPY40104,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
horse,WI53706PPY40104,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
horse,WI53706PPY40248,tet(34),chromosome,tet34,tet,tetracycline
horse,WI53706PPY40248,tet(B),chromosome,tet(B),MFS,tetracycline
horse,WI53706PPY40248,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
horse,WI53706PPY40248,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
horse,WI53706PPY40248,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
horse,WI53706PPY40248,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
horse,WI53706PPY40248,IncFIA,plasmid,IncFIA,,MULTI-DRUG
horse,WI53706PPY40248,ColRNAI,plasmid,ColRNAI,,colistin
horse,WI53706PPY40248,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,IA50014PPY40112,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,IA50014PPY40112,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
swine,IA50014PPY40112,tet(A),chromosome,tet(A),MFS,tetracycline
swine,IA50014PPY40112,dfrA12,chromosome,dfrA12,dfr,folate pathway antagonist
swine,IA50014PPY40112,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
swine,IA50014PPY40112,cmlA1,chromosome,cmlA1,MFS,phenicol
swine,IA50014PPY40112,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
swine,IA50014PPY40112,sul3,chromosome,sul3,sul,sulfonamide
swine,IA50014PPY40112,mef(B),chromosome,mef(B),MFS,macrolide
swine,IA50014PPY40112,aac(3)-IId,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
swine,IA50014PPY40112,aac(3)-IId,chromosome,AAC(3)-Iid,AAC(3),aminoglycoside
swine,IA50014PPY40112,ColRNAI,plasmid,ColRNAI,,colistin
swine,IA50014PPY40112,Col440I,plasmid,Col440I,,colistin
swine,IA50014PPY40112,IncFIB(K)_Kpn3,plasmid,IncFIB(K)_Kpn3,,MULTI-DRUG
swine,IA50014PPY40112,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,IA50014PPY40112,IncX1,plasmid,IncX1,,MULTI-DRUG
swine,IA50014PPY40112,IncFIA(HI1)_HI1,plasmid,IncFIA(HI1)_HI1,,MULTI-DRUG
swine,IA50014PPY40112,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,IA50014PPY40112,IncN,plasmid,IncN,,MULTI-DRUG
swine,IA50014PPY40112,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,IA50014PPY40112,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,IN47907PPY40033,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
swine,IN47907PPY40033,tet(34),chromosome,tet34,tet,tetracycline
swine,IN47907PPY40033,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,IN47907PPY40033,tet(A),chromosome,tet(A),MFS,tetracycline
swine,IN47907PPY40033,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,IN47907PPY40033,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,IN47907PPY40033,IncFIA,plasmid,IncFIA,,MULTI-DRUG
swine,IN47907PPY40033,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,IN47907PPY40033,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,KS66506PPY40005,tet(A),chromosome,tet(A),MFS,tetracycline
swine,KS66506PPY40005,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,KS66506PPY40005,blaEC,chromosome,blaEC,ampC,beta-lactam
swine,KS66506PPY40005,tet(34),chromosome,tet34,tet,tetracycline
swine,KS66506PPY40005,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,KS66506PPY40005,ColRNAI,plasmid,ColRNAI,,colistin
swine,KS66506PPY40005,IncFII,plasmid,IncFII,,MULTI-DRUG
swine,KS66506PPY40005,IncFIB(K)_Kpn3,plasmid,IncFIB(K)_Kpn3,,MULTI-DRUG
swine,KS66506PPY40005,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
swine,KS66506PPY40005,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,KS66506PPY40005,IncFII(pSE11)_pSE11,plasmid,IncFII(pSE11)_pSE11,,MULTI-DRUG
swine,KS66506PPY40005,Col440I,plasmid,Col440I,,colistin
swine,KS66506PPY40005,IncI2_Delta,plasmid,IncI2_Delta,,MULTI-DRUG
swine,KS66506PPY40005,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,KS66506PPY40005,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,KS66506PPY40066,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
swine,KS66506PPY40066,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,KS66506PPY40066,tet(34),chromosome,tet34,tet,tetracycline
swine,KS66506PPY40066,tet(B),chromosome,tet(B),MFS,tetracycline
swine,KS66506PPY40066,IncY,plasmid,IncY,,MULTI-DRUG
swine,KS66506PPY40066,Col440I,plasmid,Col440I,,colistin
swine,KS66506PPY40066,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,KS66506PPY40066,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,MN55108PPY40250,tet(B),chromosome,tet(B),MFS,tetracycline
swine,MN55108PPY40250,aac(3)-IVa,chromosome,AAC(3)-IVa,AAC(3),aminoglycoside
swine,MN55108PPY40250,aac(3)-IVa,chromosome,AAC(3)-IV,AAC(3),aminoglycoside
swine,MN55108PPY40250,aph(4)-Ia,chromosome,APH(4)-Ia,APH(3'),aminoglycoside
swine,MN55108PPY40250,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,MN55108PPY40250,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,MN55108PPY40250,bleO,chromosome,bleO,Bleomycin,bleomycin
swine,MN55108PPY40250,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
swine,MN55108PPY40250,ColRNAI,plasmid,ColRNAI,,colistin
swine,MN55108PPY40250,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,MN55108PPY40250,Col(MG828),plasmid,Col(MG828),,colistin
swine,MN55108PPY40250,Col440I,plasmid,Col440I,,colistin
swine,MN55108PPY40250,IncX1,plasmid,IncX1,,MULTI-DRUG
swine,MN55108PPY40250,p0111,plasmid,p0111,,MULTI-DRUG
swine,MN55108PPY40250,IncFII(pSE11)_pSE11,plasmid,IncFII(pSE11)_pSE11,,MULTI-DRUG
swine,MN55108PPY40250,IncX3,plasmid,IncX3,,MULTI-DRUG
swine,MN55108PPY40250,IncHI2A,plasmid,IncHI2A,,MULTI-DRUG
swine,MN55108PPY40250,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,MN55108PPY40250,RepA_pKPC-CAV1321,plasmid,RepA_pKPC-CAV1321,,MULTI-DRUG
swine,MN55108PPY40250,IncHI2,plasmid,IncHI2,,MULTI-DRUG
swine,MN55108PPY40250,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,MN55108PPY40250,aph(3')-Ia0,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,MN55108PPY40250,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,MN55108PPY40271,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,MN55108PPY40271,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
swine,MN55108PPY40271,dfrA12,chromosome,dfrA12,dfr,folate pathway antagonist
swine,MN55108PPY40271,sul1,chromosome,sul1,sul,sulfonamide
swine,MN55108PPY40271,bleO,chromosome,bleO,Bleomycin,bleomycin
swine,MN55108PPY40271,aadA7,chromosome,aadA7,ANT(3''),aminoglycoside
swine,MN55108PPY40271,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,MN55108PPY40271,blaEC,chromosome,blaEC,ampC,beta-lactam
swine,MN55108PPY40271,tet(34),chromosome,tet34,tet,tetracycline
swine,MN55108PPY40271,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
swine,MN55108PPY40271,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
swine,MN55108PPY40271,tet(B),chromosome,tet(B),MFS,tetracycline
swine,MN55108PPY40271,mph(A),chromosome,mph(A),MPH,macrolide
swine,MN55108PPY40271,aac(3)-IId,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
swine,MN55108PPY40271,aac(3)-IId,chromosome,AAC(3)-Iid,AAC(3),aminoglycoside
swine,MN55108PPY40271,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,MN55108PPY40271,IncX1,plasmid,IncX1,,MULTI-DRUG
swine,MN55108PPY40271,RepA_pKPC-CAV1321,plasmid,RepA_pKPC-CAV1321,,MULTI-DRUG
swine,MN55108PPY40271,IncHI2,plasmid,IncHI2,,MULTI-DRUG
swine,MN55108PPY40271,p0111,plasmid,p0111,,MULTI-DRUG
swine,MN55108PPY40271,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,MN55108PPY40271,IncX4,plasmid,IncX4,,MULTI-DRUG
swine,MN55108PPY40271,IncHI2A,plasmid,IncHI2A,,MULTI-DRUG
swine,MN55108PPY40271,ColRNAI,plasmid,ColRNAI,,colistin
swine,MN55108PPY40271,Col8282,plasmid,Col8282,,colistin
swine,MN55108PPY40271,IncFII(pCoo)_pCoo,plasmid,IncFII(pCoo)_pCoo,,MULTI-DRUG
swine,MN55108PPY40271,aph(3')-Ia0,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,MN55108PPY40271,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,MN55108PPY40271,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,MN55108PPY40271,aac(3)-Ib,chromosome,AAC(3)-Ib,AAC(3),aminoglycoside
swine,MN55108PPY40271,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,MN55108PPY40271,blaTEM-104,chromosome,blaTEM-104,TEM,beta-lactam
swine,SD57007PPY40149,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
swine,SD57007PPY40149,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
swine,SD57007PPY40149,cmlA1,chromosome,cmlA1,MFS,phenicol
swine,SD57007PPY40149,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
swine,SD57007PPY40149,sul3,chromosome,sul3,sul,sulfonamide
swine,SD57007PPY40149,mef(B),chromosome,mef(B),MFS,macrolide
swine,SD57007PPY40149,tet(B),chromosome,tet(B),MFS,tetracycline
